"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Ogt",6.22136267965543e-24,-1.04528625817845,0.201,0.379,1.06945224463277e-19
"Slmo2",6.43497256987078e-24,1.01940506380721,0.451,0.268,1.10617178476079e-19
"Snx18",7.91240109735839e-24,1.35546333831329,0.321,0.154,1.36014174863591e-19
"Slc35b1",1.05480470261035e-23,0.884620959614111,0.554,0.395,1.81320928378719e-19
"Mgat4b",1.62532637137834e-23,-1.25757684183023,0.127,0.283,2.79393603239937e-19
"Pgap2",1.69076241383969e-23,1.0627595735895,0.462,0.297,2.90642058939042e-19
"Mthfd2",1.69589391450238e-23,1.66199234183762,0.258,0.104,2.91524163902959e-19
"Hnrnpk",2.10152949972782e-23,0.479206661339288,0.83,0.76,3.61252921003213e-19
"Cops6",2.31776743399399e-23,0.758160812793475,0.612,0.465,3.98424221903567e-19
"Aoah",2.93814168820215e-23,-0.978750917151799,0.207,0.383,5.0506655620195e-19
"Dnajc13",3.13574980540136e-23,-1.04915581493586,0.16,0.332,5.39035391548494e-19
"Atp5o",3.30010698307032e-23,0.435467503327982,0.882,0.826,5.67288390389787e-19
"Sp140",3.42839337258291e-23,1.19113066948363,0.44,0.275,5.89340820747001e-19
"Rbm39",3.89031375569739e-23,0.468483397982615,0.893,0.835,6.68744934604382e-19
"Nfic",4.46122167431826e-23,-1.19285351097944,0.166,0.33,7.66884005815309e-19
"Rab8b",5.24969571447424e-23,-0.757968262540701,0.347,0.532,9.02422693318123e-19
"Atp5e",5.40877317546871e-23,0.384912207209971,0.928,0.908,9.29768108863072e-19
"Cebpzos",5.81921332743978e-23,-0.896671861978891,0.252,0.435,1.0003227709869e-18
"Ube2a",6.49818947452936e-23,0.592515158524047,0.711,0.589,1.1170387706716e-18
"Wdr26",6.52503109970114e-23,-0.740854086996088,0.423,0.607,1.12165284603863e-18
"Adam15",7.4116933581522e-23,-0.89995448539424,0.333,0.507,1.27407008826636e-18
"Mvp",7.60387733848235e-23,0.869386052847908,0.557,0.405,1.30710651448512e-18
"Gm4955",7.77920781202274e-23,1.5566373464808,0.305,0.146,1.33724582288671e-18
"Tm9sf2",7.90433902921239e-23,-1.01964871483132,0.197,0.369,1.35875587912161e-18
"Tex264",8.29536026480767e-23,-0.850747134405237,0.311,0.495,1.42597242952044e-18
"Syngr2",8.62354255475776e-23,0.80074185056594,0.676,0.553,1.48238696516286e-18
"Acot13",9.21922006787962e-23,-0.864358612756237,0.269,0.45,1.58478392966851e-18
"Usp18",1.06229840244309e-22,1.95473170089218,0.268,0.12,1.82609095379967e-18
"Tubb2a",1.08358763563546e-22,0.997713556544621,0.489,0.319,1.86268714565735e-18
"5-Mar",1.21034745670556e-22,0.893693905697058,0.6,0.454,2.08058727807685e-18
"Paip2",1.21767974121447e-22,-0.609179630972335,0.474,0.663,2.09319147514767e-18
"P2rx7",1.23711407228633e-22,-1.19382199597316,0.129,0.283,2.1265990902602e-18
"Oas1a",1.33042019582886e-22,1.26597375891202,0.37,0.208,2.28699231662982e-18
"Bri3",1.57662068606264e-22,-0.320693407484535,0.958,0.986,2.71021095934168e-18
"Csnk2b",1.72267386784095e-22,0.722367695253361,0.602,0.437,2.96127637881859e-18
"Mgat1",1.80239729808936e-22,-1.00388775412534,0.256,0.427,3.09832095541561e-18
"Tor1a",1.95826555933314e-22,1.04435901456147,0.443,0.28,3.36625849649366e-18
"Dek",2.35066560684254e-22,-0.603579520111202,0.502,0.673,4.04079417816232e-18
"Exosc3",2.61057973311862e-22,1.22649433559547,0.357,0.198,4.48758656123091e-18
"Rin2",2.67892838737646e-22,-0.878353607241242,0.207,0.387,4.60507789790013e-18
"Dgcr6",2.87406220594384e-22,-0.996879927158094,0.201,0.371,4.94051293201746e-18
"Sf3b1",2.88234810006957e-22,0.732900224545521,0.638,0.503,4.95475638401959e-18
"Jarid2",3.34335745180924e-22,1.27333444543925,0.356,0.189,5.74723145966008e-18
"Arpc4",3.89140766707831e-22,0.601677895378191,0.702,0.569,6.68932977970762e-18
"Ppp1r12c",4.14891616479765e-22,-0.82668489497882,0.256,0.442,7.13198688728715e-18
"Eif6",4.7702628382366e-22,0.644615139039048,0.685,0.552,8.20008181892871e-18
"Ptprj",6.26207681968534e-22,-0.816868411021218,0.29,0.477,1.07645100530391e-17
"Prpf31",6.61987257134786e-22,1.2284564948856,0.34,0.179,1.1379560950147e-17
"Mdm2",6.85217255650791e-22,1.13780624397822,0.412,0.25,1.17788846246371e-17
"Slc25a51",7.81502400373473e-22,-1.03370127137065,0.171,0.336,1.343402626242e-17
"Rplp2",8.1306891006236e-22,0.297292088708963,0.992,0.988,1.3976654563972e-17
"Cct2",9.12433577630394e-22,0.74734274586096,0.592,0.448,1.56847331994665e-17
"Cers6",9.55167552535983e-22,1.46073247107389,0.276,0.126,1.64193302280936e-17
"Chchd7",1.03443544021177e-21,-0.815739410937696,0.306,0.488,1.77819452172402e-17
"Snrpd3",1.05222504355164e-21,0.873719986687794,0.51,0.347,1.80877484986527e-17
"Srp14",1.05527509366686e-21,-0.382184594449832,0.861,0.927,1.81401788601334e-17
"Snf8",1.0646811399033e-21,0.565649900550907,0.766,0.668,1.83018687949378e-17
"Ncf1",1.12422733845602e-21,-0.746604203776015,0.368,0.545,1.93254679480591e-17
"Psmc4",1.35288080310426e-21,0.869832683546971,0.515,0.369,2.32560210053622e-17
"Cpne3",1.35664606925421e-21,-0.934996203148384,0.226,0.399,2.33207459304799e-17
"Psmd14",1.41599990242434e-21,0.849571608137269,0.504,0.356,2.43410383226744e-17
"Cxcl2",1.59768199869988e-21,1.36700533859826,0.716,0.71,2.7464153557651e-17
"Gsdmd",1.65310719001803e-21,0.911672981850387,0.499,0.336,2.84169125964099e-17
"Tubb4b",1.70849860825075e-21,1.05491256602649,0.428,0.271,2.93690910758304e-17
"Sumo2",1.73156646894538e-21,0.373699659650203,0.947,0.914,2.9765627601171e-17
"Themis2",1.88939335102778e-21,1.02303640160058,0.42,0.261,3.24786717041676e-17
"Cyb5b",1.99961962840399e-21,1.10208746272016,0.407,0.247,3.43734614122646e-17
"Sertad1",2.00681383102648e-21,1.1858071515153,0.37,0.211,3.44971297553452e-17
"Mef2a",2.04629677719925e-21,-0.775610080786644,0.282,0.469,3.51758416000551e-17
"Phf20",2.05926949673626e-21,-1.15654664719407,0.142,0.293,3.53988426488963e-17
"Spop",2.08244730382519e-21,0.796905943346187,0.581,0.43,3.5797269152755e-17
"Coprs",2.1549765372797e-21,-1.33460949933439,0.123,0.267,3.70440466758381e-17
"Capns1",2.16407790257146e-21,0.415200239099855,0.88,0.814,3.72004991452034e-17
"Dda1",2.49680989430859e-21,0.951463883001343,0.451,0.285,4.29201620831647e-17
"Map1lc3a",2.52171562575372e-21,-0.952306277625239,0.206,0.38,4.33482916067065e-17
"Mbnl2",3.15450486285865e-21,0.938424771834736,0.461,0.297,5.42259385925402e-17
"Selk",3.30150230674868e-21,-0.309951727061278,0.918,0.963,5.67528246530098e-17
"Pdia3",3.46809088348641e-21,0.521799354156733,0.834,0.78,5.96164822871314e-17
"Cab39",3.77036719680021e-21,-0.913872334714086,0.26,0.429,6.48126121129956e-17
"Nr4a1",4.15116693944068e-21,1.18447332813669,0.435,0.267,7.13585596889853e-17
"Ahsa1",4.59025125926337e-21,0.765371818798197,0.64,0.543,7.89064191467373e-17
"Plekho2",5.43674489906647e-21,0.929663483297115,0.485,0.327,9.34576448149526e-17
"Ncf2",5.73434254084795e-21,0.642008027247776,0.73,0.624,9.85733482771763e-17
"Coro1b",6.19661875568802e-21,0.642531144613515,0.72,0.614,1.06519876410277e-16
"Ppib",6.37952890169498e-21,0.334606037045388,0.957,0.944,1.09664101820137e-16
"Atg3",6.69582789695486e-21,0.610468627303176,0.711,0.612,1.15101281548654e-16
"Ptpn2",6.769462810137e-21,1.39904462614167,0.278,0.131,1.16367065706255e-16
"Skap2",7.44358335129273e-21,0.66751170954543,0.656,0.523,1.27955197808722e-16
"Egr2",7.77100964931525e-21,1.14608723256655,0.351,0.189,1.33583655871729e-16
"Ccl2",8.3833597285295e-21,1.2439694977435,0.888,0.928,1.44109953733422e-16
"Slc11a1",9.75987137923887e-21,0.650251271167114,0.708,0.617,1.67772189009116e-16
"Nupr1",1.03787970840873e-20,-0.531586286281902,0.438,0.636,1.78411521875461e-16
"Nagk",1.09757862191649e-20,-0.905519171867396,0.254,0.421,1.88673765107444e-16
"Dnajb9",1.30097979644005e-20,-1.06995790907899,0.142,0.291,2.23638427008045e-16
"Kdm6b",1.30645129370045e-20,1.09381870034186,0.384,0.226,2.24578977387107e-16
"Tomm20",1.321345960171e-20,0.426382621733939,0.901,0.856,2.27139370553394e-16
"Nfu1",1.36112746698922e-20,0.764814537450633,0.551,0.414,2.33977811575447e-16
"Il6ra",1.39170793792253e-20,-0.861593604409138,0.239,0.412,2.39234594528883e-16
"Lamtor5",1.39596615554939e-20,0.405180378016191,0.883,0.801,2.3996658213894e-16
"Npc2",1.4880965454046e-20,0.380309168870705,0.999,0.998,2.5580379615505e-16
"Ssr2",1.49527751011852e-20,0.62114750739198,0.655,0.533,2.57038203989373e-16
"Rac2",1.77190883005041e-20,0.438269130225909,0.892,0.807,3.04591127885666e-16
"Rsrc2",1.8739774488416e-20,0.927472714446108,0.454,0.297,3.22136723455872e-16
"Fcf1",2.03849236587166e-20,1.01904727540542,0.412,0.258,3.50416837693339e-16
"Tmem128",2.10052860083566e-20,0.872909121893135,0.474,0.314,3.6108086648365e-16
"Pafah1b1",2.57082885439521e-20,0.777986610177142,0.57,0.429,4.41925480070537e-16
"Gm8730",2.59436492969984e-20,0.563786085094127,0.745,0.649,4.45971331415402e-16
"Lyar",2.60636232801221e-20,1.04338269025055,0.37,0.209,4.48033684185298e-16
"Vta1",3.06269174476047e-20,1.09051894553469,0.374,0.216,5.26476710924325e-16
"Fbxo22",3.27528738540716e-20,-1.1846236593091,0.118,0.26,5.63021901551491e-16
"Tab2",3.44569895991344e-20,-0.92911857703918,0.205,0.37,5.92315651209121e-16
"Atp5c1",3.86914387296253e-20,0.36696166213703,0.924,0.883,6.65105831762258e-16
"Etv6",4.07205844616148e-20,1.45796038691283,0.266,0.125,6.99986846895158e-16
"Pts",4.24455841310761e-20,-0.856433956085799,0.229,0.399,7.29639591213198e-16
"P2ry6",4.3917660405543e-20,-0.561206179758018,0.48,0.681,7.54944582371284e-16
"Mrpl4",4.90005639768012e-20,0.845466442033081,0.494,0.337,8.42319694761213e-16
"Tcp1",4.9206887357276e-20,0.60713336406289,0.648,0.53,8.45866393671575e-16
"Ski",5.03358845165321e-20,-1.06490466624342,0.146,0.297,8.65273854839187e-16
"Secisbp2l",5.15374521586727e-20,-1.14933235344456,0.123,0.267,8.85928802607584e-16
"Picalm",5.40490293927964e-20,-0.466325748023923,0.647,0.797,9.29102815262171e-16
"Eif3g",6.1169872765477e-20,0.791735271844083,0.563,0.42,1.05151011283855e-15
"Nfxl1",6.15699263938469e-20,-1.15966218049642,0.132,0.274,1.05838703471023e-15
"Set",7.36403016686982e-20,0.598806371835623,0.688,0.576,1.26587678568492e-15
"Ndufb11",7.4824975733437e-20,-0.443381767830542,0.698,0.844,1.28624133285778e-15
"Mapkapk3",8.07088785177391e-20,1.36534422414291,0.256,0.113,1.38738562171994e-15
"Fyb",8.77811563827823e-20,0.481158294917906,0.839,0.776,1.50895807822003e-15
"Commd4",9.44921914536862e-20,0.710467484218243,0.59,0.455,1.62432077108887e-15
"Hmha1",9.72234874842855e-20,-0.964989752713302,0.174,0.332,1.67127174985487e-15
"Eif4h",1.3550422670524e-19,0.566690572943294,0.677,0.574,2.32931765706308e-15
"Snrnp40",1.37046887880445e-19,1.15966678247011,0.316,0.163,2.35583600266486e-15
"Sar1a",1.46463217127376e-19,0.725266938206413,0.567,0.417,2.51770270241959e-15
"Atp5a1",1.57770766242115e-19,0.421226810451498,0.866,0.828,2.71207947170195e-15
"Wls",1.74458957698888e-19,-1.07001649115527,0.166,0.319,2.99894948284388e-15
"Fam174a",1.8259096739612e-19,-0.514337685997816,0.592,0.728,3.1387387295393e-15
"Pfkl",2.14072091714527e-19,1.17618869572968,0.372,0.222,3.67989925657272e-15
"Nol12",2.22793622203904e-19,1.01556378787999,0.37,0.214,3.82982236568511e-15
"Susd3",2.49742103509514e-19,-0.905259295129643,0.195,0.352,4.29306675932854e-15
"Rnf126",2.52711175368599e-19,1.33676875394159,0.276,0.132,4.34410510458622e-15
"Bin2",2.62886263174022e-19,1.20429933463557,0.328,0.181,4.51901486396144e-15
"Hnrnpab",3.07973067202325e-19,0.519791695470836,0.722,0.628,5.29405702520797e-15
"Fuca1",3.70228850531997e-19,-0.506351767355034,0.607,0.756,6.36423394064503e-15
"Pgls",3.78528581251793e-19,-0.461601001064982,0.703,0.836,6.50690631171832e-15
"Atp5d",3.94515363226951e-19,0.347138099016422,0.918,0.902,6.78171909387128e-15
"Ifitm6",4.35113049052056e-19,-0.286950177390064,0.241,0.431,7.47959331320484e-15
"Mocs2",4.98930730469293e-19,-0.672672053573671,0.324,0.503,8.57661925676714e-15
"Cerk",5.11818081926418e-19,-0.980480175480314,0.186,0.339,8.79815282831513e-15
"Cuta",5.44549658595161e-19,-0.533306808215892,0.584,0.731,9.36080863125081e-15
"Tctex1d2",5.97508078407711e-19,1.21510027689302,0.3,0.154,1.02711638678285e-14
"Tgoln1",6.14023671641147e-19,-0.864757185301586,0.258,0.42,1.05550669155113e-14
"Ifi27",6.26796466447689e-19,-0.79509245599053,0.27,0.436,1.07746312582358e-14
"Nhp2l1",7.6857870724398e-19,0.6492324107332,0.618,0.496,1.3211867977524e-14
"Necap2",7.780004680694e-19,-0.557760157694145,0.566,0.703,1.3373828046113e-14
"Pafah1b3",8.14211527851989e-19,1.23468072881756,0.306,0.162,1.39962961637757e-14
"Fam168b",9.45909115247416e-19,-0.792388565585893,0.223,0.388,1.62601776911031e-14
"Sssca1",1.0492684404576e-18,1.24938611643713,0.268,0.128,1.80369244914662e-14
"Arhgef6",1.11459302069249e-18,-1.11068403181487,0.129,0.268,1.91598540257038e-14
"Lamtor1",1.13651037828793e-18,-0.433544758984598,0.79,0.88,1.95366134027695e-14
"Rsad2",1.32750314696022e-18,2.09079883387376,0.366,0.225,2.28197790962462e-14
"Pip4k2a",1.35825839156515e-18,-0.840094722740552,0.207,0.362,2.3348461751005e-14
"Vav1",1.44182262912933e-18,0.879974509144486,0.416,0.261,2.47849309947332e-14
"Csf2ra",1.46622856366804e-18,0.955569456074949,0.41,0.257,2.52044690094536e-14
"Cysltr1",1.53550655212773e-18,-0.934491211188385,0.199,0.355,2.63953576310757e-14
"Rnf141",1.56058267568047e-18,-1.25579297314009,0.124,0.254,2.68264161949473e-14
"Pstpip1",1.62988596699139e-18,0.945112552600735,0.461,0.319,2.8017739772582e-14
"Prmt1",1.64269424534633e-18,1.01873596477019,0.359,0.208,2.82379140775035e-14
"Ndufv2",2.05259574479423e-18,0.514353724373735,0.743,0.625,3.52841208530128e-14
"Ppm1m",2.0589274970705e-18,1.12962076924141,0.362,0.217,3.5392963674642e-14
"Hat1",2.307391403084e-18,1.27794939847314,0.262,0.125,3.96640582190139e-14
"Cndp2",2.33283560113756e-18,0.495702457173901,0.832,0.839,4.01014439835547e-14
"Ddx17",2.45566280375439e-18,-0.821762006330258,0.249,0.412,4.22128435965379e-14
"Glrx3",2.56755487639993e-18,0.561119824562737,0.667,0.553,4.41362683253148e-14
"Elavl1",3.00467183104214e-18,0.857845517044241,0.447,0.298,5.16503087756143e-14
"Hnrnpd",3.24881039315654e-18,0.912823221310696,0.423,0.274,5.58470506583609e-14
"Etfb",3.26260242798076e-18,-0.537131141011892,0.529,0.685,5.60841357369893e-14
"Cyp4f18",3.55798453491948e-18,0.798246269688069,0.414,0.249,6.11617541552658e-14
"Jmjd1c",3.63213405594945e-18,-0.798299511802508,0.274,0.44,6.24363844217711e-14
"Ifngr1",3.8322382381757e-18,-0.512483931385378,0.474,0.645,6.58761753142403e-14
"Eif4ebp1",4.69738950000005e-18,0.57730409592831,0.808,0.772,8.07481255050009e-14
"Tpr",5.29504560814733e-18,-0.500908039184236,0.559,0.711,9.10218340040527e-14
"Flna",5.53069935791774e-18,0.824721000469052,0.449,0.287,9.50727219626059e-14
"Rer1",5.60594977999894e-18,0.448953273349515,0.782,0.703,9.63662767181818e-14
"Snx30",6.91696155977691e-18,-1.10070920726314,0.123,0.257,1.18902569212565e-13
"Slc31a2",7.38220868155688e-18,1.04895404490322,0.397,0.261,1.26900167235963e-13
"Cox17",7.47991508719299e-18,1.03710172500878,0.342,0.194,1.28579740348848e-13
"Rps26",7.57187334137295e-18,0.50138505200684,0.754,0.691,1.30160502738201e-13
"Smim10l1",8.31878129467708e-18,-0.953603549950874,0.188,0.336,1.42999850455499e-13
"Rreb1",8.46930903569417e-18,-1.1063154336707,0.125,0.258,1.45587422323583e-13
"Pgs1",8.54423169917586e-18,1.04919367671535,0.363,0.223,1.46875342908833e-13
"Cirbp",9.03478918585794e-18,-0.977757359362471,0.168,0.311,1.55308026104898e-13
"Rps7",9.46388707506774e-18,0.262369295271552,0.996,0.999,1.62684218820414e-13
"S100a13",9.68660847619002e-18,-0.489451233790433,0.598,0.75,1.66512799705707e-13
"Ifngr2",1.01080732862238e-17,0.67006287402365,0.618,0.494,1.73757779790187e-13
"Csk",1.06054951370691e-17,0.752762277025828,0.539,0.402,1.82308461406218e-13
"Btg2",1.13124190539166e-17,0.366164419105844,0.886,0.78,1.94460483536826e-13
"Txnl1",1.17614819951176e-17,0.634865837466624,0.605,0.485,2.02179875496071e-13
"Dazap1",1.20878227296437e-17,0.908341964093683,0.4,0.251,2.07789672722575e-13
"Tfec",1.31551185062185e-17,-0.907317193585695,0.13,0.267,2.26136487121896e-13
"Prpf38a",1.39285408263479e-17,1.22650964605379,0.282,0.146,2.39431616804921e-13
"Diaph1",1.40662429408126e-17,0.756625123388003,0.474,0.327,2.41798716152568e-13
"Tex261",1.47909741581348e-17,-0.588897421071172,0.437,0.613,2.54256845778337e-13
"Ptpre",1.53718584112372e-17,0.999676826113199,0.382,0.234,2.64242246089167e-13
"Pmaip1",1.55284362612826e-17,1.42866814632788,0.26,0.13,2.66933819331448e-13
"Fam129b",1.64078332637978e-17,1.18593943515303,0.304,0.165,2.82050653804684e-13
"Sgpl1",1.65737383260313e-17,-0.696936858813328,0.347,0.504,2.84902561824478e-13
"Srek1ip1",1.73187711636833e-17,-1.166690186691,0.127,0.257,2.97709676303716e-13
"Rhog",1.78014989587269e-17,0.532121094669005,0.725,0.618,3.06007767100515e-13
"Myo1g",1.94746111179934e-17,1.11669818493302,0.335,0.195,3.34768565118307e-13
"Glmp",1.97971901099968e-17,-0.605208641883888,0.469,0.624,3.40313697990845e-13
"Ehmt2",2.5822866575384e-17,-0.875552450448571,0.171,0.32,4.4389507643085e-13
"Psmc2",2.64688202500087e-17,0.701960173036185,0.518,0.378,4.5499902009765e-13
"Lamtor4",2.66937155282965e-17,0.513760501091387,0.745,0.668,4.58864969931417e-13
"Ndel1",2.69875691212819e-17,0.923106886514599,0.45,0.318,4.63916313194836e-13
"Lman2",2.70389174196013e-17,0.498961146439156,0.746,0.669,4.64798990442947e-13
"Lrrc59",2.73527468302436e-17,0.731997299984816,0.504,0.367,4.70193718011887e-13
"Llph",3.0414681053137e-17,0.48038221588135,0.716,0.609,5.22828367303425e-13
"Fez2",3.11109623820249e-17,-0.826304208832681,0.241,0.396,5.34797443347008e-13
"Vsir",3.57502270882591e-17,-0.447616246108432,0.583,0.746,6.14546403647175e-13
"Sin3b",3.58456771360563e-17,0.50182511639755,0.696,0.584,6.16187189968809e-13
"0610009B22Rik",3.68377783108128e-17,-0.923474274990336,0.162,0.303,6.33241409162872e-13
"C3",3.8816623457094e-17,1.41200800144986,0.287,0.157,6.67257757227446e-13
"Camk2d",3.9103542204512e-17,0.859513691353106,0.449,0.31,6.72189890495561e-13
"Srsf9",4.14461888256768e-17,0.686478745894234,0.571,0.444,7.12459985913385e-13
"Pak1ip1",4.28508576967543e-17,1.04379238230615,0.337,0.198,7.36606243807207e-13
"Mgst3",4.38803317810485e-17,-1.00002707061942,0.138,0.274,7.54302903316223e-13
"Smim4",4.39664859323374e-17,-0.952411189456449,0.176,0.321,7.5578389317688e-13
"Lmna",4.5083412485431e-17,-0.53142646914819,0.343,0.523,7.74983860624559e-13
"Npm1",5.00450075520271e-17,0.400653905883912,0.898,0.902,8.60273679819346e-13
"Tma7",5.08805546384421e-17,0.319259130910373,0.946,0.917,8.7463673423482e-13
"Ywhae",6.83479451150707e-17,0.405932371449061,0.859,0.803,1.17490117652806e-12
"BC031181",6.97161417647068e-17,0.509424376660466,0.704,0.589,1.19842047693531e-12
"Igsf6",7.91418439550725e-17,0.855147079658827,0.424,0.284,1.3604482975877e-12
"Mlx",8.42269813159723e-17,1.2197414613084,0.269,0.137,1.44786180882156e-12
"Tmbim6",8.79569259231639e-17,0.39311252471375,0.919,0.895,1.51197955661919e-12
"Ube2l3",9.24082947403965e-17,0.49010167061128,0.714,0.613,1.58849858658742e-12
"Smim14",9.45660530322924e-17,-0.588386950990274,0.467,0.62,1.62559045162511e-12
"Zswim6",1.08207111897902e-16,-1.04909650036672,0.122,0.251,1.86008025352494e-12
"Pak1",1.0964232696814e-16,1.08177631084818,0.342,0.206,1.88475160058232e-12
"Mrpl30",1.19250896444014e-16,0.407510189307161,0.819,0.739,2.04992290987261e-12
"Stom",1.46127334834387e-16,-0.876766635899168,0.149,0.285,2.51192888580312e-12
"Hsd17b4",1.51777122493909e-16,-1.09349345109184,0.142,0.269,2.60904873567029e-12
"Erlec1",1.52417719458173e-16,-0.927052936750644,0.181,0.319,2.620060597486e-12
"Syngr1",1.56663402714108e-16,-1.1577021645394,0.129,0.256,2.69304389265551e-12
"Rbpj",1.75783797754401e-16,-0.486177899486944,0.479,0.652,3.02172348339815e-12
"Dnase2a",1.83571962563631e-16,-0.67967121746077,0.292,0.448,3.15560203646881e-12
"Pydc4",2.01033779612164e-16,1.33933942203271,0.306,0.179,3.45577067153309e-12
"Isy1",2.02399829050938e-16,1.12584403393251,0.289,0.155,3.47925306138562e-12
"Tmem9b",2.04289396450531e-16,-0.575711207518615,0.455,0.609,3.51173472498464e-12
"Smim11",2.10657939426583e-16,-0.621321915471866,0.327,0.493,3.62120997874296e-12
"Junb",2.11317374047315e-16,0.368790117995977,0.973,0.936,3.63254565987335e-12
"Rab8a",2.19701608345883e-16,0.745020189332874,0.506,0.369,3.77667064746572e-12
"Nap1l1",2.25640669375957e-16,0.593313072220818,0.629,0.531,3.8787631065727e-12
"Ptafr",2.54146582557488e-16,-0.53613278767286,0.387,0.563,4.36877975416322e-12
"Akt2",2.55362205108396e-16,-0.979311042259006,0.162,0.296,4.38967630581332e-12
"Rnf115",2.6613750381466e-16,0.770653624332916,0.461,0.312,4.574903690574e-12
"Ube2j2",2.67558793816293e-16,0.688032918129755,0.555,0.434,4.59933566570208e-12
"Mapre1",2.82023276551527e-16,0.61505547267321,0.614,0.502,4.84798012392075e-12
"Ppm1a",3.39293513435836e-16,-1.09229979950014,0.126,0.25,5.83245549596203e-12
"Ano6",3.6503696764607e-16,-1.03163823810403,0.144,0.274,6.27498547383595e-12
"Tnfsf12",3.86188310771269e-16,-0.827092549005746,0.24,0.385,6.63857706215811e-12
"Gtf2f2",4.0545247113155e-16,1.13345648848785,0.268,0.137,6.96972797875134e-12
"Ppp3ca",4.13287446477898e-16,-0.671964641568704,0.374,0.537,7.10441120495507e-12
"Ptprc",4.27267609724651e-16,0.622465344152715,0.674,0.582,7.34473021116675e-12
"Ak6",4.28070501634551e-16,0.921323101964556,0.367,0.227,7.35853192309793e-12
"Smox",4.44240683763008e-16,1.58088551885372,0.315,0.192,7.6364973538861e-12
"Rragc",4.4521739200359e-16,-0.662813510295616,0.334,0.485,7.65328696854172e-12
"Slc25a4",4.45319102029038e-16,-0.441323318981563,0.553,0.726,7.65503536387916e-12
"Oas3",5.117172627766e-16,1.23863914286718,0.252,0.125,8.79641974712976e-12
"Nsfl1c",5.20218478564699e-16,1.0659148862219,0.311,0.176,8.94255564652718e-12
"Mrfap1",5.49828819992677e-16,-0.364539099947789,0.781,0.875,9.45155741567412e-12
"Serinc1",5.80286746294372e-16,-0.638940586166051,0.364,0.525,9.97512916880025e-12
"Lmo4",5.8560983040645e-16,1.47018344524595,0.278,0.154,1.00666329846869e-11
"Hmgb2",5.87565923621909e-16,0.690769118618656,0.538,0.411,1.01002582270606e-11
"Siva1",6.07948099345126e-16,0.744076199616787,0.525,0.402,1.04506278277427e-11
"Cggbp1",6.656012741392e-16,0.782500011752561,0.466,0.329,1.14416859024529e-11
"Nr3c1",6.94960222590448e-16,-0.8168270142389,0.229,0.375,1.19463662263298e-11
"Fam173a",7.55824096080277e-16,-0.606383316339862,0.418,0.568,1.299261621162e-11
"Cops5",8.24541666730466e-16,0.82249406356274,0.427,0.294,1.41738712510967e-11
"Zyx",8.45654780657096e-16,0.796163885764392,0.693,0.615,1.45368056794955e-11
"Smap1",8.78401312119527e-16,-0.539136054584098,0.419,0.582,1.50997185553347e-11
"Fam46a",9.28726326769894e-16,-0.625366646025253,0.386,0.541,1.59648055571745e-11
"Fus",1.05125925629706e-15,0.70720764954067,0.512,0.38,1.80711466157465e-11
"Gosr2",1.08116587057862e-15,0.960091170005665,0.358,0.225,1.85852413152464e-11
"Renbp",1.10250187313131e-15,-0.719057696381067,0.225,0.369,1.89520071991272e-11
"Lrrfip2",1.11443638729613e-15,0.935261686457246,0.352,0.216,1.91571614976206e-11
"Adssl1",1.11616394296455e-15,0.949600803283215,0.404,0.276,1.91868581795606e-11
"Hspa5",1.25309431342917e-15,0.49174820176546,0.854,0.824,2.15406912478474e-11
"Psmd4",1.30934992278441e-15,0.502154580347041,0.696,0.604,2.2507725172664e-11
"Arhgap31",1.3782414411501e-15,-0.834452246529619,0.181,0.322,2.36919703733703e-11
"Stk40",1.40917482907209e-15,1.21518028113899,0.252,0.13,2.42237153117492e-11
"Riok3",1.46391237135113e-15,0.679020654408529,0.535,0.415,2.5164653663526e-11
"Suclg1",1.56763795124013e-15,0.749989419178561,0.45,0.313,2.69476963818178e-11
"Rwdd1",1.57234474389964e-15,0.455627315202595,0.744,0.663,2.70286061476348e-11
"Sec61b",1.71018008399454e-15,0.30763117731117,0.955,0.918,2.93979956438661e-11
"Plekhb2",2.2073832972885e-15,-0.807608278284884,0.228,0.368,3.79449188803894e-11
"Dck",2.2338913108317e-15,0.992147200996158,0.345,0.212,3.84005916331969e-11
"Txnl4a",2.30205420968358e-15,0.834560094091051,0.4,0.274,3.95723118644607e-11
"Nudt9",2.31465595114037e-15,-0.597267603089132,0.35,0.501,3.9788935800103e-11
"Ero1l",2.3430304972243e-15,1.30930678587582,0.314,0.186,4.02766942472858e-11
"Yif1a",2.80669122489937e-15,0.766716042559138,0.423,0.286,4.82470221560202e-11
"Mospd2",2.8425627010686e-15,-1.00113190100352,0.132,0.255,4.88636528313692e-11
"H2-T23",3.54902105014907e-15,0.662910226157741,0.588,0.484,6.10076718520625e-11
"Mrpl20",3.65930970628075e-15,0.434232644385779,0.785,0.726,6.29035338509662e-11
"Pold4",3.89462233648566e-15,0.652238426855089,0.565,0.448,6.69485579641886e-11
"Ostf1",3.90282877472791e-15,0.2830880698002,0.966,0.959,6.70896266375728e-11
"Dctn3",4.30411956497148e-15,0.443354865856162,0.738,0.64,7.39878153218597e-11
"Cnn2",4.6235843327539e-15,0.830161071012181,0.476,0.343,7.94794146800396e-11
"Ywhab",4.99451758030544e-15,0.481149333057162,0.761,0.7,8.58557572054506e-11
"Rpl9",5.30645182230712e-15,0.597343381426803,0.588,0.473,9.12179068254594e-11
