"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Scaf11",0.00643441265044463,-0.288255062431968,0.258,0.314,1
"Trib1",0.00654156429567063,0.282130022021626,0.468,0.434,1
"Mbd2",0.00666958755948942,0.408635071548814,0.351,0.309,1
"Map7d1",0.00685756315672572,0.264488023231762,0.382,0.344,1
"Acsl5",0.00710787569052791,0.320201596456702,0.349,0.313,1
"Ppil3",0.00722660781805647,0.345288863821081,0.262,0.22,1
"Rps18-ps3",0.00790678858331147,0.298818409214525,0.339,0.301,1
"Hnrnpul2",0.00853596415920669,-0.25571998385611,0.274,0.323,1
"Pole4",0.00874006284557404,0.265755026012431,0.48,0.453,1
"Elf1",0.00890777386192999,-0.320813958033852,0.233,0.279,1
"Mcur1",0.00914602568773728,0.324231910482931,0.307,0.274,1
"Smarca5",0.00926964477931103,0.323623911556354,0.278,0.237,1
"Tiparp",0.00947702197083591,0.480671577301107,0.315,0.284,1
"Ndufv1",0.00950867602997065,0.321262770522208,0.355,0.322,1
"Slc35f6",0.00952127858396101,0.306337165511827,0.315,0.277,1
"Lrp1",0.00963080276749725,0.341613398051403,0.531,0.529,1
"Ctdnep1",0.00984171704165762,0.329557963575803,0.375,0.345,1
"Pdrg1",0.0104653649639649,-0.258879967809231,0.233,0.279,1
"U2surp",0.0105279452252822,0.308734881009652,0.331,0.293,1
"Ctnnbip1",0.0111752076577313,0.350370054429227,0.298,0.261,1
"Scamp3",0.0119374376186608,0.260212973450054,0.378,0.342,1
"Gm10263",0.0119874559234519,-0.258034002382906,0.235,0.286,1
"Sbno1",0.0122428865185087,0.389755178735083,0.283,0.245,1
"Bcl7c",0.0122965158383444,0.357181248317036,0.329,0.293,1
"Zranb2",0.0126515789116808,0.351602061476837,0.27,0.235,1
"Dync1h1",0.0130488380622944,-0.281251068705072,0.234,0.279,1
"Uxt",0.0133217161677796,0.288118022093201,0.264,0.226,1
"Tppp3",0.0134090910947199,-0.364811099518715,0.347,0.284,1
"Dock2",0.0143055008379841,-0.255256300374764,0.315,0.359,1
"Apbb1ip",0.0143957734560804,0.324305519093112,0.416,0.394,1
"Vapb",0.0152128256280064,0.271020704516877,0.406,0.373,1
"Ndfip2",0.0158779497628049,-0.252092060211381,0.219,0.262,1
"Csrp1",0.016081565862839,0.333931315276304,0.28,0.244,1
"Esyt1",0.0161589164217101,0.294006100880616,0.318,0.278,1
"BC005624",0.0176988718572978,0.293218978294451,0.357,0.326,1
"Gtf3c6",0.0181004645209372,0.319104203386778,0.293,0.259,1
"Fbxl5",0.0184384353464426,0.393310370142353,0.34,0.313,1
"Tspan31",0.0185081050327555,0.287274213656866,0.349,0.317,1
"Urm1",0.0188508394968033,0.368064646781429,0.25,0.22,1
"Slc7a8",0.0194308292833423,0.386523257408635,0.314,0.287,1
"Dapk3",0.0197814645228817,0.326306067584673,0.257,0.224,1
"Rbbp6",0.0200438395946739,0.259922717411431,0.325,0.287,1
"Gls",0.0208860040977713,-0.324686037126474,0.214,0.251,1
"Akirin2",0.022097744867391,0.275053470539103,0.3,0.267,1
"Idh3b",0.0240436672255505,0.277272393975685,0.378,0.35,1
"Slc29a3",0.0254451724543722,0.342019260382042,0.284,0.253,1
"Bloc1s4",0.0257755372375485,0.26875918153208,0.252,0.219,1
"Ppp6c",0.0267838709033958,0.302398953036806,0.272,0.241,1
"Prrc2c",0.028154256453149,0.268500551730696,0.358,0.337,1
"Rassf1",0.0283074430178949,0.350343601955071,0.296,0.267,1
"Dpep2",0.0287585700539298,0.330632868675195,0.378,0.354,1
"Fuca2",0.0310755465370921,0.34099366090509,0.286,0.259,1
"Pdha1",0.03460291969146,0.297947631940065,0.283,0.254,1
"Fam50a",0.0377023245984266,0.2673488646182,0.307,0.28,1
"Cept1",0.0424477490401033,0.279322032412455,0.367,0.34,1
"Dgkz",0.0427671205798467,0.301711032081995,0.293,0.271,1
"Nsmce2",0.0431342741356941,0.298720264621908,0.28,0.251,1
"Srpr",0.0441390411008925,0.318310324523306,0.276,0.25,1
"Ppm1g",0.0458675119868811,0.270570537565493,0.32,0.293,1
"Igsf8",0.0464773984221946,0.341247203276928,0.273,0.248,1
"Dennd1a",0.0468786351711892,0.334839846598381,0.273,0.25,1
"Nfkb1",0.0507742606985656,0.375859773033004,0.379,0.367,1
"Gpr108",0.053948967733968,0.294521399160582,0.311,0.289,1
"Tuba1a",0.0570688511504343,0.296543035883141,0.498,0.489,1
"Ppt2",0.0586574153675313,0.334707341078725,0.321,0.302,1
"Larp1",0.0676534146196247,0.274886846410965,0.294,0.274,1
"Med29",0.0757631305095526,0.298410265670368,0.3,0.278,1
"Clec4n",0.0803224111045672,0.509083204788965,0.588,0.607,1
"Ms4a6b",0.0851617879935993,0.262371004037184,0.81,0.867,1
"Slc39a1",0.0861231572579301,0.332424701749373,0.264,0.243,1
"Emilin2",0.10287725824315,0.471377826161602,0.394,0.392,1
"Sec22b",0.10398731049776,0.259625392478822,0.28,0.261,1
"Sirt7",0.11007577887941,0.303047570332897,0.281,0.266,1
"Pttg1",0.119802526624908,0.305179444289797,0.323,0.309,1
"Cdk11b",0.124419094827969,0.314659294259732,0.262,0.245,1
"Ubac2",0.140132085281718,0.270531205170779,0.276,0.258,1
"Cd200r1",0.143566793969148,0.318928541183839,0.304,0.292,1
"Bod1l",0.184113251330377,0.258833724807804,0.26,0.246,1
"Tmem120a",0.184113946380518,0.257983840169115,0.311,0.3,1
"Rbm47",0.272171888034604,0.288974023403177,0.266,0.255,1
"Ifi27l2a",0.392637275808117,-0.277458349201016,0.946,0.936,1
"Marcksl1",0.536614724048643,0.345567069727968,0.689,0.722,1
"Rgl1",0.603829105802816,0.270418372966555,0.515,0.566,1
"Ccl12",0.651090446778855,0.98576988940124,0.653,0.752,1
"Ccl7",0.781471309968024,0.970472601046124,0.767,0.893,1
"Ddt",0.859573218730679,0.284849644468913,0.333,0.348,1
